Unnamed: 0,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combined_information
2722.0,Rodman Flender,Vivica A. Fox,Fred Willard,Elden Henson,Comedy Fantasy Horror Thriller,Idle Hands,Vivica A. Fox Fred Willard Elden Henson Rodman Flender Comedy Fantasy Horror Thriller
2723.0,David Lynch,Naomi Watts,Robert Forster,Laura Harring,Drama Mystery Thriller,Mulholland Drive,Naomi Watts Robert Forster Laura Harring David Lynch Drama Mystery Thriller
2724.0,Katja von Garnier,Olivier Martinez,Agnes Bruckner,Chris Geere,Drama Fantasy Horror Romance,Blood and Chocolate,Olivier Martinez Agnes Bruckner Chris Geere Katja von Garnier Drama Fantasy Horror Romance
2725.0,Woody Allen,Anthony Hopkins,Naomi Watts,Ewen Bremner,Comedy Drama Romance,You Will Meet a Tall Dark Stranger,Anthony Hopkins Naomi Watts Ewen Bremner Woody Allen Comedy Drama Romance
2726.0,Mark Romanek,Andrew Garfield,Charlie Rowe,Charlotte Rampling,Drama Romance Sci-Fi,Never Let Me Go,Andrew Garfield Charlie Rowe Charlotte Rampling Mark Romanek Drama Romance Sci-Fi
2727.0,unknown,Anna Silk,Tom Hollander,Alessandro Nivola,Drama History Thriller,The Company            ,Anna Silk Tom Hollander Alessandro Nivola unknown Drama History Thriller
2728.0,Brad Anderson,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,Crime Drama Mystery Thriller,Transsiberian,Thomas Kretschmann Eduardo Noriega Mac McDonald Brad Anderson Crime Drama Mystery Thriller
2729.0,Michael Chapman,Curtis Armstrong,Pamela Reed,Mike Muscat,Adventure Drama Fantasy,The Clan of the Cave Bear,Curtis Armstrong Pamela Reed Mike Muscat Michael Chapman Adventure Drama Fantasy
2730.0,Antonio Banderas,Meat Loaf,Elizabeth Perkins,Noah Emmerich,Comedy Crime Drama,Crazy in Alabama,Meat Loaf Elizabeth Perkins Noah Emmerich Antonio Banderas Comedy Crime Drama
2731.0,Michael Haneke,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,Crime Drama Horror Thriller,Funny Games,Naomi Watts Siobhan Fallon Hogan Brady Corbet Michael Haneke Crime Drama Horror Thriller
2732.0,Khalil Sullins,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,Drama Sci-Fi Thriller,Listening,Thomas Stroppel Kalim Chandler Amber Marie Bollinger Khalil Sullins Drama Sci-Fi Thriller
2733.0,Atom Egoyan,Bob Hoskins,Elaine Cassidy,Gerard McSorley,Drama Thriller,Felicia's Journey,Bob Hoskins Elaine Cassidy Gerard McSorley Atom Egoyan Drama Thriller
2734.0,Fritz Lang,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,Drama Sci-Fi,Metropolis,Brigitte Helm Gustav Fröhlich Rudolf Klein-Rogge Fritz Lang Drama Sci-Fi
2735.0,Pierre Morel,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,Action Crime Thriller,District B13,David Belle Cyril Raffaelli Dany Verissimo-Petit Pierre Morel Action Crime Thriller
2736.0,Gary Fleder,Steve Buscemi,Bill Cobbs,Treat Williams,Crime Drama,Things to Do in Denver When You're Dead,Steve Buscemi Bill Cobbs Treat Williams Gary Fleder Crime Drama
2737.0,Hsiao-Hsien Hou,Qi Shu,Chen Chang,Satoshi Tsumabuki,Action Drama,The Assassin,Qi Shu Chen Chang Satoshi Tsumabuki Hsiao-Hsien Hou Action Drama
2738.0,Gregor Jordan,Dean Stockwell,Scott Glenn,Leon,Comedy Crime Drama Thriller War,Buffalo Soldiers,Dean Stockwell Scott Glenn Leon Gregor Jordan Comedy Crime Drama Thriller War
2739.0,Andrey Zvyagintsev,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,Drama Mystery Thriller,The Return,Konstantin Lavronenko Vladimir Garin Nataliya Vdovina Andrey Zvyagintsev Drama Mystery Thriller
2740.0,Tony Jaa,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,Action,Ong-bak 2,Nirut Sirichanya Petchtai Wongkamlao Sarunyu Wongkrachang Tony Jaa Action
2741.0,Neil Marshall,Michael Fassbender,JJ Feild,Dave Legeno,Action Adventure Drama History Thriller War,Centurion,Michael Fassbender JJ Feild Dave Legeno Neil Marshall Action Adventure Drama History Thriller War
2742.0,Russell Mulcahy,Christopher Heyerdahl,Gina Bellman,Conrad Dunn,Action Drama Thriller,Silent Trigger,Christopher Heyerdahl Gina Bellman Conrad Dunn Russell Mulcahy Action Drama Thriller
2743.0,Ryûhei Kitamura,Bradley Cooper,Brooke Shields,Leslie Bibb,Fantasy Horror Mystery,The Midnight Meat Train,Bradley Cooper Brooke Shields Leslie Bibb Ryûhei Kitamura Fantasy Horror Mystery
2744.0,Darrell Roodt,Jennifer Hudson,Wendy Crewson,Aubrey Poo,Biography Drama History,Winnie Mandela,Jennifer Hudson Wendy Crewson Aubrey Poo Darrell Roodt Biography Drama History
2745.0,Dito Montiel,Channing Tatum,Al Pacino,Tracy Morgan,Crime Drama Thriller,The Son of No One,Channing Tatum Al Pacino Tracy Morgan Dito Montiel Crime Drama Thriller
2746.0,Stefan Ruzowitzky,Eddie Izzard,Udo Kier,Edward Fox,Action Comedy Drama War,All the Queen's Men,Eddie Izzard Udo Kier Edward Fox Stefan Ruzowitzky Action Comedy Drama War
2747.0,Jake Paltrow,Stephen Graham,Gael Le Cornec,Keith Allen,Comedy Drama Fantasy Music Romance,The Good Night,Stephen Graham Gael Le Cornec Keith Allen Jake Paltrow Comedy Drama Fantasy Music Romance
2748.0,Juraj Jakubisko,Anna Friel,Hans Matheson,Franco Nero,Biography Drama Fantasy History,Bathory: Countess of Blood,Anna Friel Hans Matheson Franco Nero Juraj Jakubisko Biography Drama Fantasy History
2749.0,Anthony Silverston,Liam Neeson,Steve Buscemi,Loretta Devine,Adventure Animation Family,Khumba,Liam Neeson Steve Buscemi Loretta Devine Anthony Silverston Adventure Animation Family
2750.0,Gabe Ibáñez,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith,Action Sci-Fi Thriller,Automata,Birgitte Hjort Sørensen Robert Forster Melanie Griffith Gabe Ibáñez Action Sci-Fi Thriller
2751.0,Gerry Lively,Bruce Payne,Lucy Gaskell,Steven Elder,Action Adventure Fantasy,Dungeons & Dragons: Wrath of the Dragon God,Bruce Payne Lucy Gaskell Steven Elder Gerry Lively Action Adventure Fantasy
2752.0,Daniele Luchetti,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere,Biography,Chiamatemi Francesco - Il Papa della gente,Maximilian Dirr Rodrigo De la Serna Ferdinando Vetere Daniele Luchetti Biography
2753.0,Tung-Shing Yee,Bingbing Fan,Daniel Wu,Yasuaki Kurata,Action Crime Drama Thriller,Shinjuku Incident,Bingbing Fan Daniel Wu Yasuaki Kurata Tung-Shing Yee Action Crime Drama Thriller
2754.0,Julien Temple,Samantha Morton,Dexter Fletcher,Linus Roache,Biography Drama,Pandaemonium,Samantha Morton Dexter Fletcher Linus Roache Julien Temple Biography Drama
2755.0,Harold Ramis,Bill Murray,Chris Elliott,Willie Garson,Comedy Fantasy Romance,Groundhog Day,Bill Murray Chris Elliott Willie Garson Harold Ramis Comedy Fantasy Romance
2756.0,Gregory Jacobs,Matt Bomer,Channing Tatum,Kevin Nash,Comedy Drama Music,Magic Mike XXL,Matt Bomer Channing Tatum Kevin Nash Gregory Jacobs Comedy Drama Music
2757.0,Baz Luhrmann,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,Drama Romance,Romeo + Juliet,Leonardo DiCaprio Harold Perrineau Brian Dennehy Baz Luhrmann Drama Romance
2758.0,Gilles Paquet-Brenner,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,Drama War,Sarah's Key,Kristin Scott Thomas Aidan Quinn Arben Bajraktaraj Gilles Paquet-Brenner Drama War
2759.0,Peter Cousens,Sharon Leal,David Rasche,Bart Shatto,Drama Family Music,Freedom,Sharon Leal David Rasche Bart Shatto Peter Cousens Drama Family Music
2760.0,Clint Eastwood,Clint Eastwood,Morgan Freeman,Frances Fisher,Drama Western,Unforgiven,Clint Eastwood Morgan Freeman Frances Fisher Clint Eastwood Drama Western
2761.0,Lars von Trier,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,Drama,Manderlay,Bryce Dallas Howard Jeremy Davies Jean-Marc Barr Lars von Trier Drama
2762.0,Danny Boyle,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,Drama Romance,Slumdog Millionaire,Anil Kapoor Saurabh Shukla Ayush Mahesh Khedekar Danny Boyle Drama Romance
2763.0,Adrian Lyne,Fred Gwynne,Lois Smith,Anne Archer,Drama Romance Thriller,Fatal Attraction,Fred Gwynne Lois Smith Anne Archer Adrian Lyne Drama Romance Thriller
2764.0,Garry Marshall,Julia Roberts,Hector Elizondo,Jason Alexander,Comedy Romance,Pretty Woman,Julia Roberts Hector Elizondo Jason Alexander Garry Marshall Comedy Romance
2765.0,John Blanchard,Martin Short,Andrea Martin,Joe Flaherty,Comedy,Towering Inferno            ,Martin Short Andrea Martin Joe Flaherty John Blanchard Comedy
2766.0,John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,Action Adventure Comedy,Crocodile Dundee II,Paul Hogan Linda Kozlowski John Meillon John Cornell Action Adventure Comedy
2767.0,Vidhu Vinod Chopra,María Valverde,Chris Marquette,Chad Bishop,Action Crime Drama Mystery Thriller,Broken Horses,María Valverde Chris Marquette Chad Bishop Vidhu Vinod Chopra Action Crime Drama Mystery Thriller
2768.0,Oliver Stone,Tom Cruise,Tom Berenger,Stephen Baldwin,Biography Drama War,Born on the Fourth of July,Tom Cruise Tom Berenger Stephen Baldwin Oliver Stone Biography Drama War
2769.0,Jon Turteltaub,Doug E. Doug,Leon,Malik Yoba,Adventure Comedy Family Sport,Cool Runnings,Doug E. Doug Leon Malik Yoba Jon Turteltaub Adventure Comedy Family Sport
2770.0,Patrick Lussier,Jensen Ackles,Jaime King,Edi Gathegi,Horror Thriller,My Bloody Valentine,Jensen Ackles Jaime King Edi Gathegi Patrick Lussier Horror Thriller
2771.0,Ole Bornedal,Kyra Sedgwick,Madison Davenport,Natasha Calis,Horror Thriller,The Possession,Kyra Sedgwick Madison Davenport Natasha Calis Ole Bornedal Horror Thriller
2772.0,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action Adventure Drama,First Blood,Sylvester Stallone Brian Dennehy Chris Mulkey Ted Kotcheff Action Adventure Drama
2773.0,Sylvain White,Chris Brown,Laz Alonso,Harry Lennix,Drama Music Romance,Stomp the Yard,Chris Brown Laz Alonso Harry Lennix Sylvain White Drama Music Romance
2774.0,Lewis Gilbert,Caroline Munro,Desmond Llewelyn,Barbara Bach,Action Adventure Sci-Fi Thriller,The Spy Who Loved Me,Caroline Munro Desmond Llewelyn Barbara Bach Lewis Gilbert Action Adventure Sci-Fi Thriller
2775.0,unknown,Amy Bruni,Steve Gonsalves,Jason Hawes,Documentary,Ghost Hunters            ,Amy Bruni Steve Gonsalves Jason Hawes unknown Documentary
2776.0,Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings,Horror Mystery Thriller,Urban Legend,Alicia Witt Loretta Devine Julian Richings Jamie Blanks Horror Mystery Thriller
2777.0,Stephen Frears,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,Drama Romance,Dangerous Liaisons,Keanu Reeves Peter Capaldi Swoosie Kurtz Stephen Frears Drama Romance
2778.0,Tyler Perry,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,Comedy Drama Romance,Good Deeds,Eddie Cibrian Phylicia Rashad Jamie Kennedy Tyler Perry Comedy Drama Romance
2779.0,Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,Adventure Drama,White Fang,Seymour Cassel Klaus Maria Brandauer Susan Hogan Randal Kleiser Adventure Drama
2780.0,Bruce McCulloch,Will Ferrell,Elaine Hendrix,Molly Shannon,Comedy Romance,Superstar,Will Ferrell Elaine Hendrix Molly Shannon Bruce McCulloch Comedy Romance
2781.0,Phyllida Lloyd,Meryl Streep,Jim Broadbent,Olivia Colman,Biography Drama History,The Iron Lady,Meryl Streep Jim Broadbent Olivia Colman Phyllida Lloyd Biography Drama History
2782.0,Mike Nawrocki,Phil Vischer,Mike Nawrocki,Shelby Vischer,Adventure Animation Comedy Drama Family Musical,Jonah: A VeggieTales Movie,Phil Vischer Mike Nawrocki Shelby Vischer Mike Nawrocki Adventure Animation Comedy Drama Family Musical
2783.0,John Singleton,Janet Jackson,Khandi Alexander,Maya Angelou,Drama Romance,Poetic Justice,Janet Jackson Khandi Alexander Maya Angelou John Singleton Drama Romance
2784.0,Kevin Bray,Mike Epps,Roger Guenveur Smith,Gino Salvano,Action Comedy Crime Thriller,All About the Benjamins,Mike Epps Roger Guenveur Smith Gino Salvano Kevin Bray Action Comedy Crime Thriller
2785.0,Wes Craven,John Witherspoon,W. Earl Brown,Allen Payne,Comedy Fantasy Horror Romance,Vampire in Brooklyn,John Witherspoon W. Earl Brown Allen Payne Wes Craven Comedy Fantasy Horror Romance
2786.0,John Boorman,Linda Blair,Richard Burton,Ned Beatty,Horror,Exorcist II: The Heretic,Linda Blair Richard Burton Ned Beatty John Boorman Horror
2787.0,Courtney Solomon,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,Horror Mystery Thriller,An American Haunting,Sissy Spacek James D'Arcy Vernon Dobtcheff Courtney Solomon Horror Mystery Thriller
2788.0,David Zucker,Carmen Electra,Tyler Labine,Molly Shannon,Comedy Romance,My Boss's Daughter,Carmen Electra Tyler Labine Molly Shannon David Zucker Comedy Romance
2789.0,David Twohy,Chris Hemsworth,Milla Jovovich,Marley Shelton,Adventure Mystery Thriller,A Perfect Getaway,Chris Hemsworth Milla Jovovich Marley Shelton David Twohy Adventure Mystery Thriller
2790.0,Rick Famuyiwa,America Ferrera,Lance Gross,Lupe Ontiveros,Comedy Romance,Our Family Wedding,America Ferrera Lance Gross Lupe Ontiveros Rick Famuyiwa Comedy Romance
2791.0,Alan Cohn,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,Comedy,Dead Man on Campus,Alyson Hannigan Linda Cardellini Poppy Montgomery Alan Cohn Comedy
2792.0,Franco Zeffirelli,Lily Tomlin,Joan Plowright,Paolo Seganti,Comedy Drama War,Tea with Mussolini,Lily Tomlin Joan Plowright Paolo Seganti Franco Zeffirelli Comedy Drama War
2793.0,Tom Holland,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,Fantasy Horror,Thinner,Joe Mantegna Bethany Joy Lenz Kari Wuhrer Tom Holland Fantasy Horror
2794.0,Martin Scorsese,Robert De Niro,Liza Minnelli,Mary Kay Place,Drama Music Musical Romance,"New York, New York",Robert De Niro Liza Minnelli Mary Kay Place Martin Scorsese Drama Music Musical Romance
2795.0,Spike Lee,Alfre Woodard,Delroy Lindo,Isaiah Washington,Comedy Drama,Crooklyn,Alfre Woodard Delroy Lindo Isaiah Washington Spike Lee Comedy Drama
2796.0,Chris Rock,Steve Buscemi,Eliza Coupe,Wendell Pierce,Comedy Drama Romance,I Think I Love My Wife,Steve Buscemi Eliza Coupe Wendell Pierce Chris Rock Comedy Drama Romance
2797.0,James Isaac,Peter Mensah,Kane Hodder,Lexa Doig,Action Horror Sci-Fi Thriller,Jason X,Peter Mensah Kane Hodder Lexa Doig James Isaac Action Horror Sci-Fi Thriller
2798.0,Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,Adventure Comedy Family,Big Fat Liar,Frankie Muniz Donald Faison Lee Majors Shawn Levy Adventure Comedy Family
2799.0,Emilio Estevez,Anthony Hopkins,Nick Cannon,Brian Geraghty,Drama History,Bobby,Anthony Hopkins Nick Cannon Brian Geraghty Emilio Estevez Drama History
2800.0,Mark Waters,Monica Potter,Ivana Milicevic,China Chow,Comedy Mystery Romance,Head Over Heels,Monica Potter Ivana Milicevic China Chow Mark Waters Comedy Mystery Romance
2801.0,Josh Schwartz,Thomas McDonell,Jackson Nicoll,Osric Chau,Adventure Comedy,Fun Size,Thomas McDonell Jackson Nicoll Osric Chau Josh Schwartz Adventure Comedy
2802.0,Julian Schnabel,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,Biography Drama,The Diving Bell and the Butterfly,Emmanuelle Seigner Mathieu Amalric Isaach De Bankolé Julian Schnabel Biography Drama
2803.0,Todd Field,Kate Winslet,Noah Emmerich,Jane Adams,Drama Romance,Little Children,Kate Winslet Noah Emmerich Jane Adams Todd Field Drama Romance
2804.0,Davis Guggenheim,Norman Reedus,Sharon Lawrence,Noam Jenkins,Drama Mystery Thriller,Gossip,Norman Reedus Sharon Lawrence Noam Jenkins Davis Guggenheim Drama Mystery Thriller
2805.0,Tony Goldwyn,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,Drama,A Walk on the Moon,Viggo Mortensen Julie Kavner Tovah Feldshuh Tony Goldwyn Drama
2806.0,Phillip Noyce,Derek Luke,Terry Pheto,Bonnie Henna,Biography Drama History,Catch a Fire,Derek Luke Terry Pheto Bonnie Henna Phillip Noyce Biography Drama History
2807.0,Stephen Carpenter,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,Drama Horror Mystery Thriller,Soul Survivors,Melissa Sagemiller Angela Featherstone Candace Kroslak Stephen Carpenter Drama Horror Mystery Thriller
2808.0,James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey,Biography Drama History Romance,Jefferson in Paris,Seth Gilliam Todd Boyce Nigel Whitmey James Ivory Biography Drama History Romance
2809.0,Stephan Elliott,Colin Firth,Kristin Scott Thomas,Kris Marshall,Comedy Romance,Easy Virtue,Colin Firth Kristin Scott Thomas Kris Marshall Stephan Elliott Comedy Romance
2810.0,James Fargo,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,Action Adventure History,Caravans,Christopher Lee Joseph Cotten Behrouz Vossoughi James Fargo Action Adventure History
2811.0,Mike Leigh,Lesley Manville,Ruth Sheen,Karl Johnson,Biography Drama History,Mr. Turner,Lesley Manville Ruth Sheen Karl Johnson Mike Leigh Biography Drama History
2812.0,Alain Resnais,Mathieu Amalric,Sara Forestier,Edouard Baer,Drama Romance,Wild Grass,Mathieu Amalric Sara Forestier Edouard Baer Alain Resnais Drama Romance
2813.0,Costa-Gavras,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,Biography Crime Drama War,Amen.,Sebastian Koch Mathieu Kassovitz Ulrich Mühe Costa-Gavras Biography Crime Drama War
2814.0,Chao-Bin Su,Woo-sung Jung,Shawn Yue,Kelly Lin,Action,Reign of Assassins,Woo-sung Jung Shawn Yue Kelly Lin Chao-Bin Su Action
2815.0,Neil Burger,John Heard,Katherine LaNasa,Mark L. Young,Comedy Drama War,The Lucky Ones,John Heard Katherine LaNasa Mark L. Young Neil Burger Comedy Drama War
2816.0,Kenneth Lonergan,Matt Damon,Kieran Culkin,John Gallagher Jr.,Drama,Margaret,Matt Damon Kieran Culkin John Gallagher Jr. Kenneth Lonergan Drama
2817.0,Bo Zenga,Steve Howey,Kenan Thompson,Diora Baird,Comedy Horror,Stan Helsing,Steve Howey Kenan Thompson Diora Baird Bo Zenga Comedy Horror
2818.0,Rob Reiner,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,Comedy Drama Romance,Flipped,Madeline Carroll Rebecca De Mornay Aidan Quinn Rob Reiner Comedy Drama Romance
2819.0,Ang Lee,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,Drama Romance,Brokeback Mountain,Jake Gyllenhaal Heath Ledger Anne Hathaway Ang Lee Drama Romance
2820.0,Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi,Teenage Mutant Ninja Turtles,Noel Fisher Danny Woodburn Jeremy Howard Jonathan Liebesman Action Adventure Comedy Sci-Fi
2821.0,Amy Heckerling,Donald Faison,Dan Hedaya,Elisa Donovan,Comedy Romance,Clueless,Donald Faison Dan Hedaya Elisa Donovan Amy Heckerling Comedy Romance
2822.0,Todd Haynes,Dennis Quaid,Celia Weston,Michael Gaston,Drama Romance,Far from Heaven,Dennis Quaid Celia Weston Michael Gaston Todd Haynes Drama Romance
2823.0,Steve Pink,Adam Scott,Gillian Jacobs,Collette Wolfe,Comedy Sci-Fi,Hot Tub Time Machine 2,Adam Scott Gillian Jacobs Collette Wolfe Steve Pink Comedy Sci-Fi
2825.0,Philip Kaufman,Kate Winslet,Stephen Marcus,Amelia Warner,Biography Drama,Quills,Kate Winslet Stephen Marcus Amelia Warner Philip Kaufman Biography Drama
2826.0,Martin McDonagh,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,Comedy Crime,Seven Psychopaths,Abbie Cornish Gabourey Sidibe Michael Stuhlbarg Martin McDonagh Comedy Crime
2827.0,Kasi Lemmons,Colm Feore,Tamara Tunie,Aunjanue Ellis,Crime Drama Music Mystery Thriller,The Caveman's Valentine,Colm Feore Tamara Tunie Aunjanue Ellis Kasi Lemmons Crime Drama Music Mystery Thriller
2828.0,unknown,Jacek Koman,Marian Dziedziel,Jaroslaw Boberek,Action Crime Drama Thriller,The Border            ,Jacek Koman Marian Dziedziel Jaroslaw Boberek unknown Action Crime Drama Thriller
2829.0,Oliver Hirschbiegel,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,Biography Drama History War,Downfall,Thomas Kretschmann Bruno Ganz Alexandra Maria Lara Oliver Hirschbiegel Biography Drama History War
2830.0,Alejandro Amenábar,Belén Rueda,Lola Dueñas,Tamar Novas,Biography Drama Romance,The Sea Inside,Belén Rueda Lola Dueñas Tamar Novas Alejandro Amenábar Biography Drama Romance
2831.0,Jonathan Glazer,Scarlett Johansson,Paul Brannigan,Alison Chand,Drama Horror Sci-Fi Thriller,Under the Skin,Scarlett Johansson Paul Brannigan Alison Chand Jonathan Glazer Drama Horror Sci-Fi Thriller
2832.0,Barry Levinson,Robin Williams,J.T. Walsh,Bruno Kirby,Biography Comedy Drama War,"Good Morning, Vietnam",Robin Williams J.T. Walsh Bruno Kirby Barry Levinson Biography Comedy Drama War
2833.0,Hyung-rae Shim,Jason Mewes,Stephanie Danielson,Michael Rispoli,Comedy,The Last Godfather,Jason Mewes Stephanie Danielson Michael Rispoli Hyung-rae Shim Comedy
2834.0,Jon M. Chu,Usher Raymond,Sean Kingston,Boys II Men,Documentary Music,Justin Bieber: Never Say Never,Usher Raymond Sean Kingston Boys II Men Jon M. Chu Documentary Music
2835.0,Darren Aronofsky,Natalie Portman,Mila Kunis,Mark Margolis,Drama Thriller,Black Swan,Natalie Portman Mila Kunis Mark Margolis Darren Aronofsky Drama Thriller
2836.0,José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,Action Crime Sci-Fi Thriller,RoboCop,Gary Oldman Abbie Cornish Jennifer Ehle José Padilha Action Crime Sci-Fi Thriller
2837.0,Francis Ford Coppola,Robert De Niro,Al Pacino,Robert Duvall,Crime Drama,The Godfather: Part II,Robert De Niro Al Pacino Robert Duvall Francis Ford Coppola Crime Drama
2838.0,Thomas Carter,Sean Patrick Thomas,Terry Kinney,Fredro Starr,Drama Music Romance,Save the Last Dance,Sean Patrick Thomas Terry Kinney Fredro Starr Thomas Carter Drama Music Romance
2839.0,Renny Harlin,Tuesday Knight,Rodney Eastman,Brooke Bundy,Fantasy Horror Thriller,A Nightmare on Elm Street 4: The Dream Master,Tuesday Knight Rodney Eastman Brooke Bundy Renny Harlin Fantasy Horror Thriller
2840.0,Patricia Riggen,Jennifer Garner,Brighton Sharbino,Martin Henderson,Drama,Miracles from Heaven,Jennifer Garner Brighton Sharbino Martin Henderson Patricia Riggen Drama
2841.0,Danny Leiner,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,Comedy Mystery,"Dude, Where's My Car?",Jennifer Garner Mary Lynn Rajskub Marla Sokoloff Danny Leiner Comedy Mystery
2842.0,Christopher Cain,Jack Palance,Patrick Wayne,Brian Keith,Action Crime Drama Thriller Western,Young Guns,Jack Palance Patrick Wayne Brian Keith Christopher Cain Action Crime Drama Thriller Western
2843.0,Theodore Melfi,Bill Murray,Naomi Watts,Reg E. Cathey,Comedy Drama,St. Vincent,Bill Murray Naomi Watts Reg E. Cathey Theodore Melfi Comedy Drama
2844.0,Steve Pink,Joe Lo Truglio,Regina Hall,Bryan Callen,Comedy Romance,About Last Night,Joe Lo Truglio Regina Hall Bryan Callen Steve Pink Comedy Romance
2845.0,Gil Junger,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,Comedy Drama Romance,10 Things I Hate About You,Joseph Gordon-Levitt Heath Ledger Andrew Keegan Gil Junger Comedy Drama Romance
2846.0,Ed Decter,Zooey Deschanel,Eddie Griffin,Gene Simmons,Comedy,The New Guy,Zooey Deschanel Eddie Griffin Gene Simmons Ed Decter Comedy
2847.0,Gene Quintano,Jon Lovitz,Lin Shaye,Bill Nunn,Action Comedy Crime,Loaded Weapon 1,Jon Lovitz Lin Shaye Bill Nunn Gene Quintano Action Comedy Crime
2848.0,Jaume Collet-Serra,Óscar Jaenada,Brett Cullen,Sedona Legge,Drama Horror Thriller,The Shallows,Óscar Jaenada Brett Cullen Sedona Legge Jaume Collet-Serra Drama Horror Thriller
2849.0,Eric Bress,Logan Lerman,Eric Stoltz,Cameron Bright,Sci-Fi Thriller,The Butterfly Effect,Logan Lerman Eric Stoltz Cameron Bright Eric Bress Sci-Fi Thriller
2850.0,Chris Koch,Chris Elliott,Mark Webber,Jean Smart,Adventure Comedy Family,Snow Day,Chris Elliott Mark Webber Jean Smart Chris Koch Adventure Comedy Family
2851.0,Preston A. Whitmore II,Mekhi Phifer,Chris Brown,Loretta Devine,Comedy Drama Romance,This Christmas,Mekhi Phifer Chris Brown Loretta Devine Preston A. Whitmore II Comedy Drama Romance
2852.0,Bob Clark,Kathleen Turner,Dom DeLuise,Ruby Dee,Comedy Crime Family Sci-Fi,Baby Geniuses,Kathleen Turner Dom DeLuise Ruby Dee Bob Clark Comedy Crime Family Sci-Fi
2853.0,Kirk Wong,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,Action Comedy Crime Thriller,The Big Hit,Bokeem Woodbine Elliott Gould Antonio Sabato Jr. Kirk Wong Action Comedy Crime Thriller
2854.0,Bronwen Hughes,Gregory Smith,Eartha Kitt,Charlotte Sullivan,Comedy Drama Family,Harriet the Spy,Gregory Smith Eartha Kitt Charlotte Sullivan Bronwen Hughes Comedy Drama Family
2855.0,John Lafia,Jenny Agutter,Beth Grant,Greg Germann,Fantasy Horror,Child's Play 2,Jenny Agutter Beth Grant Greg Germann John Lafia Fantasy Horror
2856.0,Sam Miller,Leslie Bibb,Kate del Castillo,Henry Simmons,Crime Thriller,No Good Deed,Leslie Bibb Kate del Castillo Henry Simmons Sam Miller Crime Thriller
2857.0,Frank Darabont,Toby Jones,Alexa Davalos,Jeffrey DeMunn,Horror,The Mist,Toby Jones Alexa Davalos Jeffrey DeMunn Frank Darabont Horror
2858.0,Alex Garland,Elina Alminas,Sonoya Mizuno,Corey Johnson,Drama Mystery Sci-Fi Thriller,Ex Machina,Elina Alminas Sonoya Mizuno Corey Johnson Alex Garland Drama Mystery Sci-Fi Thriller
2859.0,Spike Jonze,Willie Garson,Orson Bean,Mary Kay Place,Comedy Drama Fantasy,Being John Malkovich,Willie Garson Orson Bean Mary Kay Place Spike Jonze Comedy Drama Fantasy
2860.0,Mark Brown,Mo'Nique,Vivica A. Fox,Tamala Jones,Comedy Romance,Two Can Play That Game,Mo'Nique Vivica A. Fox Tamala Jones Mark Brown Comedy Romance
